ASN,Time,GT,CC
17184,14:00-15:00,1,0
17379,14:00-15:00,0,0
17421,14:00-15:00,1,0
17430,14:00-15:00,0,0
17444,14:00-15:00,0,0
17451,14:00-15:00,0,0
17488,14:00-15:00,0,0
17506,14:00-15:00,0,0
17511,14:00-15:00,0,0
17552,14:00-15:00,0,0
17557,14:00-15:00,0,0
17598,14:00-15:00,0,0
17621,14:00-15:00,0,0
17622,14:00-15:00,0,0
17623,14:00-15:00,0,0
17633,14:00-15:00,0,0
17638,14:00-15:00,0,0
17672,14:00-15:00,0,0
17676,14:00-15:00,0,0
17762,14:00-15:00,0,0
17785,14:00-15:00,0,0
17799,14:00-15:00,0,0
17803,14:00-15:00,0,0
17813,14:00-15:00,0,0
17816,14:00-15:00,0,0
17820,14:00-15:00,0,0
17849,14:00-15:00,0,0
17858,14:00-15:00,0,0
17864,14:00-15:00,0,0
17877,14:00-15:00,0,0
17883,14:00-15:00,0,0
17896,14:00-15:00,0,0
17897,14:00-15:00,0,0
17908,14:00-15:00,0,0
17923,14:00-15:00,0,0
17964,14:00-15:00,0,0
17968,14:00-15:00,0,0
17974,14:00-15:00,0,0
18001,14:00-15:00,0,0
18049,14:00-15:00,0,0
18101,14:00-15:00,0,0
18118,14:00-15:00,0,0
18126,14:00-15:00,0,0
18182,14:00-15:00,0,0
18207,14:00-15:00,0,0
18291,14:00-15:00,0,0
18403,14:00-15:00,0,0
18566,14:00-15:00,0,0
18747,14:00-15:00,0,0
18809,14:00-15:00,0,0
18812,14:00-15:00,1,0
18881,14:00-15:00,0,0
19037,14:00-15:00,0,0
19108,14:00-15:00,0.5,0
19181,14:00-15:00,0,0
19182,14:00-15:00,0,0
19262,14:00-15:00,1,0
19422,14:00-15:00,0,0
19429,14:00-15:00,0,0
19817,14:00-15:00,0,0
19994,14:00-15:00,0,0
20001,14:00-15:00,1,0
20115,14:00-15:00,0,0
20214,14:00-15:00,0,0
20231,14:00-15:00,1,0
20248,14:00-15:00,0,0
20485,14:00-15:00,0,0
20632,14:00-15:00,0,0
20676,14:00-15:00,0,0
20825,14:00-15:00,0,0
20845,14:00-15:00,0,0
20860,14:00-15:00,0,0
20875,14:00-15:00,1,0
20880,14:00-15:00,0,0
20910,14:00-15:00,0,0
20960,14:00-15:00,1,0
20978,14:00-15:00,0,0
21003,14:00-15:00,0,0
21017,14:00-15:00,0,0
21021,14:00-15:00,0,0
21127,14:00-15:00,0,0
21219,14:00-15:00,0,0
21277,14:00-15:00,0.5,0
21327,14:00-15:00,0,0
21378,14:00-15:00,0,0
21479,14:00-15:00,0,0
21502,14:00-15:00,0,0
21508,14:00-15:00,0,0
21788,14:00-15:00,0,0
21826,14:00-15:00,0,0
21844,14:00-15:00,0,0
22047,14:00-15:00,0,0
22085,14:00-15:00,0,0
22258,14:00-15:00,0,0
22394,14:00-15:00,0,0
22561,14:00-15:00,0,0
22773,14:00-15:00,0,0
22927,14:00-15:00,0,0
23201,14:00-15:00,0,0
23650,14:00-15:00,0,0
23693,14:00-15:00,1,0
23700,14:00-15:00,0,0
23724,14:00-15:00,0,0
23772,14:00-15:00,0,0
23889,14:00-15:00,0,0
24086,14:00-15:00,0,0
24139,14:00-15:00,1,0
24157,14:00-15:00,0,0
24158,14:00-15:00,0,0
24164,14:00-15:00,0,0
24165,14:00-15:00,0,0
24400,14:00-15:00,0,0
24444,14:00-15:00,0,0
24445,14:00-15:00,0,0
24547,14:00-15:00,0,0
24560,14:00-15:00,0,0
24608,14:00-15:00,0,0
24651,14:00-15:00,0,0
24698,14:00-15:00,0,0
24863,14:00-15:00,0,0
24940,14:00-15:00,0,0
24955,14:00-15:00,0,0
25008,14:00-15:00,0,0
25019,14:00-15:00,0,0
25144,14:00-15:00,0,0
25229,14:00-15:00,0,0
25233,14:00-15:00,0,0
25388,14:00-15:00,0,0
25405,14:00-15:00,0,0
25436,14:00-15:00,0,0
25454,14:00-15:00,0,0
25472,14:00-15:00,0,0
25490,14:00-15:00,0,0
25513,14:00-15:00,0,0
25515,14:00-15:00,0,0
25620,14:00-15:00,0,0
25653,14:00-15:00,0,0
26599,14:00-15:00,0,0
26611,14:00-15:00,0,0
26615,14:00-15:00,0,0
26827,14:00-15:00,1,0
27364,14:00-15:00,0,0
27680,14:00-15:00,0,0
27699,14:00-15:00,0,0
27715,14:00-15:00,0,0
27724,14:00-15:00,0,0
27747,14:00-15:00,0,0
27831,14:00-15:00,0,0
27833,14:00-15:00,0,0
27889,14:00-15:00,0,0
27925,14:00-15:00,0,0
27995,14:00-15:00,0,0
28202,14:00-15:00,0,0
28281,14:00-15:00,0.5,0
28573,14:00-15:00,0,0
28615,14:00-15:00,0,0
28719,14:00-15:00,0,0
28725,14:00-15:00,0,0
28751,14:00-15:00,0,0
28753,14:00-15:00,0,0
28812,14:00-15:00,0,0
28840,14:00-15:00,0,0
28885,14:00-15:00,0,0
28890,14:00-15:00,0,0
29049,14:00-15:00,0,0
29072,14:00-15:00,0,0
29113,14:00-15:00,0,0
29247,14:00-15:00,0,0
29314,14:00-15:00,1,0
29456,14:00-15:00,0,0
29571,14:00-15:00,0,0
29582,14:00-15:00,0,0
29614,14:00-15:00,0,0
29695,14:00-15:00,0,0
29761,14:00-15:00,0,0
30036,14:00-15:00,0,0
30722,14:00-15:00,0,0
30764,14:00-15:00,0,0
30868,14:00-15:00,0,0
30890,14:00-15:00,0,0
31012,14:00-15:00,0,0
31034,14:00-15:00,0,0
31036,14:00-15:00,0,0
31042,14:00-15:00,0,0
31094,14:00-15:00,0,0
31148,14:00-15:00,0,0
31200,14:00-15:00,0,0
31252,14:00-15:00,0,0
31334,14:00-15:00,0,0
31343,14:00-15:00,0,0
31514,14:00-15:00,0,0
31549,14:00-15:00,0,0
32475,14:00-15:00,0,0
32613,14:00-15:00,0,0
33139,14:00-15:00,0,0
33363,14:00-15:00,1,0
33489,14:00-15:00,0,0
33490,14:00-15:00,0,0
33491,14:00-15:00,0,0
33588,14:00-15:00,1,0
33650,14:00-15:00,0,0
33651,14:00-15:00,0,0
33652,14:00-15:00,0,0
33657,14:00-15:00,0,0
33661,14:00-15:00,0,0
33662,14:00-15:00,0,0
33668,14:00-15:00,0,0
33771,14:00-15:00,1,0
33922,14:00-15:00,0,0
33934,14:00-15:00,0,0
34058,14:00-15:00,0,0
34137,14:00-15:00,0,0
34145,14:00-15:00,0,0
34400,14:00-15:00,0,0
34584,14:00-15:00,0,0
34594,14:00-15:00,0,0
34602,14:00-15:00,0,0
34772,14:00-15:00,0,0
34779,14:00-15:00,1,0
34875,14:00-15:00,0,0
34984,14:00-15:00,0,0
35002,14:00-15:00,1,0
35141,14:00-15:00,0,0
35228,14:00-15:00,0,0
35244,14:00-15:00,0,0
35567,14:00-15:00,1,0
35612,14:00-15:00,1,0
35753,14:00-15:00,0,0
35805,14:00-15:00,0,0
35819,14:00-15:00,0,0
35908,14:00-15:00,0,0
36351,14:00-15:00,0,0
36423,14:00-15:00,0,0
